"ID","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","square_feet","security_deposit","cleaning_fee","minimum_nights","calendar_updated","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","reviews_per_month"
31957,"2015-06-10","within a day","77%","17%","f",4,"['email', 'phone']","t","f","31st Street, Queens, NY 11105, United States","Ditmars Steinway","Queens","Queens","NY",11105,"New York","Queens, NY",40.7735869672,-73.9117455783,"t","Apartment","Private room",1,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials}",,,,15,"2 weeks ago",30,60,90,365,0,,,,,,,,"f","strict","f","f",
31958,"2014-09-23","within a day","89%","100%","t",1,"['email', 'phone', 'google', 'reviews', 'kba']","t","t","Saint Johns Place, Brooklyn, NY 11213, United States","Crown Heights","Brooklyn","Brooklyn","NY",11213,"New York","Brooklyn, NY",40.6719646126,-73.9382380361,"t","Apartment","Private room",1,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,Heating,Essentials}",,,,7,"4 weeks ago",0,0,12,287,20,97,9,10,10,10,9,9,"f","flexible","f","f",0.99
31959,"2014-06-16","within a few hours","79%","93%","f",2,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Manhattan Avenue, New York, NY 10026, United States","Harlem","Manhattan","New York","NY",10026,"New York","New York, NY",40.8050345055,-73.9576710568,"f","Apartment","Private room",1,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Elevator in Building"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$95.00",,1,"a week ago",30,31,31,274,7,88,9,8,9,10,10,9,"f","moderate","f","f",3.56
31960,"2015-01-19","within an hour","98%","50%","f",38,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']","t","t","East 46th Street, Brooklyn, NY 11203, United States","East Flatbush","Brooklyn","Brooklyn","NY",11203,"New York","Brooklyn, NY",40.6588085143,-73.9337609778,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector""}",,"$500.00","$50.00",7,"today",0,0,0,244,2,80,8,9,10,10,8,8,"f","strict","f","f",0.15
31961,"2010-01-18","within a day","100%","75%","f",1,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","t","t","West 16th Street, New York, NY 10011, United States","Chelsea","Manhattan","New York","NY",10011,"New York","New York, NY",40.7388826194,-74.0001624896,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Safety Card"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}",,"$350.00","$100.00",1,"yesterday",13,33,50,72,14,97,10,9,10,10,10,9,"f","moderate","f","f",1.34
31962,"2012-04-22","N/A","N/A","N/A","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","Tiemann Place, New York, NY 10027, United States","Morningside Heights","Manhattan","New York","NY",10027,"New York","New York, NY",40.815347208,-73.9586160773,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$350.00","$65.00",2,"4 months ago",0,0,0,0,2,100,10,10,10,10,10,10,"f","moderate","f","f",0.56
31963,"2013-01-15","within a few hours","84%","80%","f",5,"['email', 'phone', 'reviews', 'kba']","t","t","East 103rd Street, New York, NY 10029, United States","East Harlem","Manhattan","New York","NY",10029,"New York","New York, NY",40.7915537881,-73.9474554,"t","Apartment","Private room",2,1,1,1,"Real Bed","{}",,"$200.00","$30.00",2,"3 days ago",25,55,56,56,7,80,8,7,9,9,8,7,"f","moderate","t","t",0.51
31964,"2013-06-30","within an hour","100%","100%","f",1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']","t","t","East 46th Street, New York, NY 10017, United States","Midtown","Manhattan","New York","NY",10017,"New York","New York, NY",40.7537468625,-73.9695941759,"t","Apartment","Entire home/apt",2,1,0,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",""Smoke Detector"",Essentials,Shampoo}",,,"$45.00",7,"2 months ago",1,1,1,1,3,100,10,10,10,9,10,9,"f","moderate","f","f",0.26
31965,"2012-03-30","within a day","60%","76%","f",1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","t","Bedford Avenue, Brooklyn, NY 11211, United States","Williamsburg","Brooklyn","Brooklyn","NY",11211,"New York","Brooklyn, NY",40.7107012948,-73.9628986038,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Fire Extinguisher"",Essentials,Shampoo}",,"$200.00","$70.00",5,"6 days ago",0,0,26,183,14,91,10,9,9,10,10,9,"f","strict","f","f",0.68
31966,"2015-11-01","N/A","N/A","N/A","f",1,"['phone']","t","f","41st Street, Queens, NY, United States","Sunnyside","Queens","Queens","NY",,"New York","Queens, NY",40.7437305872,-73.9231360925,"f","Apartment","Private room",1,1,1,1,"Real Bed","{""Wireless Internet"",""Free Parking on Premises"",""Smoking Allowed"",""Buzzer/Wireless Intercom"",""Lock on Bedroom Door""}",,"$1,000.00",,1,"7 months ago",30,60,90,365,0,,,,,,,,"f","flexible","f","f",
31967,"2015-10-02","N/A","N/A","N/A","f",1,"['email', 'phone']","t","f","West 46th Street, New York, NY 10036, United States","Hell's Kitchen","Manhattan","New York","NY",10036,"New York","New York, NY",40.7589976797,-73.9889440218,"t","Apartment","Entire home/apt",2,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,,,1,"8 months ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
31968,"2014-11-16","within a day","80%","100%","f",1,"['phone', 'reviews']","t","f","East 88th Street, New York, NY 10128, United States","Upper East Side","Manhattan","New York","NY",10128,"New York","New York, NY",40.7800926083,-73.9523571697,"t","Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,""Wireless Internet"",Heating,""Smoke Detector"",Shampoo,""Hair Dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$300.00","$50.00",1,"3 days ago",24,48,78,333,1,80,6,8,8,10,10,6,"f","moderate","f","f",1
31969,"2015-03-25","within a few hours","100%","67%","f",1,"['email', 'phone', 'google', 'reviews', 'jumio']","t","t","Prospect Park West, Brooklyn , NY 11215, United States","Windsor Terrace","Brooklyn","Brooklyn ","NY",11215,"New York","Brooklyn , NY",40.6596114142,-73.9816614095,"f","Apartment","Private room",2,1,1,1,"Real Bed","{}",,,"$20.00",1,"2 weeks ago",1,31,61,336,1,100,10,10,10,10,10,8,"f","flexible","f","f",1
31970,"2014-11-17","within a few hours","100%","91%","f",1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","t","East 33rd Street, New York, NY 10016, United States","Kips Bay","Manhattan","New York","NY",10016,"New York","New York, NY",40.7458235115,-73.9799281253,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Heating,""Smoke Detector"",Hangers,""Laptop Friendly Workspace""}",,"$300.00","$40.00",1,"yesterday",13,34,57,313,3,100,10,10,10,10,10,9,"f","flexible","f","f",2.73
31971,"2015-01-22","within a few hours","91%","80%","f",1,"['email', 'phone', 'jumio']","t","f","32nd Street, Queens, NY 11106, United States","Astoria","Queens","Queens","NY",11106,"New York","Queens, NY",40.7575550823,-73.9260064213,"t","Apartment","Private room",3,1,1,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,Dryer,""24-Hour Check-in""}",,,,1,"3 weeks ago",30,44,44,44,0,,,,,,,,"f","flexible","f","f",
31972,"2011-03-30","within an hour","100%","88%","f",4,"['email', 'phone', 'linkedin', 'reviews', 'kba']","t","t","Clinton Street, New York, NY 10002, United States","Lower East Side","Manhattan","New York","NY",10002,"New York","New York, NY",40.7195237355,-73.9843700234,"t","Apartment","Entire home/apt",6,2,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",1000,"$500.00","$95.00",4,"4 days ago",21,48,78,337,64,91,9,8,10,10,10,9,"f","strict","f","f",1.54
31973,"2013-10-07","within an hour","100%","98%","f",3,"['email', 'phone', 'reviews', 'jumio']","t","t","91st Street, Queens, NY 11421, United States","Woodhaven","Queens","Queens","NY",11421,"New York","Queens, NY",40.6895460593,-73.853483229,"t","House","Private room",3,0,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,,,1,"yesterday",27,57,87,362,67,93,10,9,10,10,9,9,"f","flexible","f","f",5.63
31974,"2016-02-08","within a few hours","100%","67%","f",1,"['email', 'phone', 'facebook', 'reviews']","t","f","7th Street, Brooklyn, NY 11215, United States","Gowanus","Brooklyn","Brooklyn","NY",11215,"New York","Brooklyn, NY",40.6715256528,-73.9880030148,"t","Apartment","Private room",1,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,,1,"4 months ago",0,0,0,0,3,87,9,9,10,9,9,9,"f","flexible","f","f",1.14
31975,"2012-11-15","within a few hours","100%","100%","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Lawton Street, Brooklyn, NY 11221, United States","Bushwick","Brooklyn","Brooklyn","NY",11221,"New York","Brooklyn, NY",40.6947524414,-73.9303498637,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$150.00","$75.00",2,"2 days ago",0,26,56,306,13,100,10,10,10,10,9,9,"f","strict","f","f",1.27
31976,"2015-02-09","within a few hours","100%","67%","f",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","West 116th Street, New York, NY 10026, United States","Harlem","Manhattan","New York","NY",10026,"New York","New York, NY",40.8040349255,-73.9542706145,"f","Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Dryer,Essentials,Hangers,""Hair Dryer"",Iron}",,"$250.00","$55.00",7,"2 weeks ago",7,37,41,250,2,90,10,9,10,10,9,9,"f","strict","f","f",1.22
31977,"2015-01-17","within an hour","100%","100%","f",2,"['email', 'phone', 'linkedin', 'amex', 'reviews', 'jumio']","t","t","East 77th Street, New York, NY 10075, United States","Upper East Side","Manhattan","New York","NY",10075,"New York","New York, NY",40.770251208,-73.9549125509,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,"$60.00",7,"6 days ago",14,44,74,349,25,93,10,9,10,10,10,10,"f","strict","f","f",2.28
31978,"2016-03-02","within an hour","100%","100%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","Jefferson Street, Brooklyn, NY 11206, United States","Bushwick","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.697044547,-73.9340806112,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$200.00","$40.00",1,"yesterday",17,47,77,352,5,96,9,9,10,10,10,9,"f","strict","f","f",1.97
31979,"2011-01-14","within a few hours","95%","100%","f",4,"['email', 'phone', 'google', 'reviews', 'kba']","t","t","Marion Street, Brooklyn, NY 11233, United States","Bedford-Stuyvesant","Brooklyn","Brooklyn","NY",11233,"New York","Brooklyn, NY",40.6802216323,-73.9279519591,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,"$100.00",3,"4 weeks ago",1,6,12,267,19,91,10,10,10,10,8,9,"f","strict","f","f",2.41
31980,"2014-11-18","within a few hours","100%","100%","f",1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']","t","t","37th Street, Queens, NY 11101, United States","Long Island City","Queens","Queens","NY",11101,"New York","Queens, NY",40.7597037269,-73.9394161573,"t","Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,"$25.00",3,"5 days ago",1,10,10,10,3,100,10,8,8,8,10,10,"f","flexible","f","f",0.47
31981,"2011-03-06","N/A","N/A","100%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","W 51st St, New York, NY 10019, United States","Hell's Kitchen","Manhattan","New York","NY",10019,"New York","New York, NY",40.7641048773,-73.9880271068,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Essentials}",,,"$75.00",3,"10 months ago",0,0,0,153,25,95,9,9,10,9,10,9,"f","strict","f","f",0.54
31982,"2012-12-11","within a few hours","97%","96%","f",2,"['email', 'phone', 'reviews', 'kba']","t","t","West 147th Street, New York, NY 10039, United States","Harlem","Manhattan","New York","NY",10039,"New York","New York, NY",40.824311467,-73.9419056293,"f","Apartment","Private room",1,1.5,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,,"$10.00",1,"2 days ago",6,6,6,277,4,85,8,8,9,9,8,9,"f","strict","f","f",2.07
31983,"2015-12-15","within a day","90%","86%","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","84th Street, Queens, NY 11372, United States","Jackson Heights","Queens","Queens","NY",11372,"New York","Queens, NY",40.7516055547,-73.8831509493,"t","Apartment","Private room",3,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,"$100.00",,2,"5 days ago",17,31,46,114,11,100,10,10,10,10,10,10,"f","moderate","f","f",4.18
31984,"2014-12-15","N/A","N/A","N/A","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","St johns place, new york
new york, NY, United States","Crown Heights","Brooklyn","new york
new york","NY",,"New York","new york
new york, NY",40.6717069057,-73.934551878,"f","Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Gym,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,""Laptop Friendly Workspace""}",,,,2,"4 months ago",0,0,0,0,9,83,10,7,10,9,7,8,"t","flexible","f","f",0.52
31985,"2015-04-01","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","35th Street, Queens, NY 11103, United States","Astoria","Queens","Queens","NY",11103,"New York","Queens, NY",40.7679155605,-73.9162306964,"t","Apartment","Private room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",,,"$10.00",1,"5 months ago",0,0,0,152,51,95,10,9,10,10,10,10,"f","moderate","f","f",3.63
31986,"2014-10-27","within a few hours","96%","100%","f",6,"['email', 'phone', 'reviews', 'kba']","t","t","Hemlock Street, Brooklyn, NY 11208, United States","Cypress Hills","Brooklyn","Brooklyn","NY",11208,"New York","Brooklyn, NY",40.6871072538,-73.8733615823,"t","House","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer""}",,"$100.00","$15.00",3,"3 weeks ago",19,49,79,79,44,92,9,10,10,10,8,9,"f","strict","f","f",2.35
31987,"2015-12-13","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews']","t","f","West 118th Street, New York, NY 10027, United States","Morningside Heights","Manhattan","New York","NY",10027,"New York","New York, NY",40.8089195128,-73.9593839302,"t","Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,,,4,"5 months ago",0,0,0,0,1,80,8,8,10,10,8,8,"f","moderate","f","f",0.2
31988,"2012-11-22","within a day","92%","89%","f",2,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Greene Avenue, Brooklyn, NY 11238, United States","Fort Greene","Brooklyn","Brooklyn","NY",11238,,"Brooklyn, NY",40.6864127424,-73.9708462635,"t","Apartment","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Elevator in Building"",Washer,Dryer,Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$300.00","$15.00",4,"a week ago",9,26,38,38,0,,,,,,,,"f","moderate","f","f",
